Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	234/236	3.238409435920714e-05	0.16512649713759722	0	0	7.872448428556	81.38413722260292	DQX1;EIF4A3;HNRNPU;GPATCH1;WDR83;HNRNPR;CCAR1;PNN;SNRPD2;RAVER1;CLP1;SNRPD1;MAGOH;RAVER2;SNRPD3;SRRM2;AQR;METTL3;CRNKL1;CDC40;SRRM1;DHX40;DDX39A;DDX39B;CD2BP2;SF1;DHX8;DHX9;CSTF3;CSTF2;SNU13;HTATSF1;RNPC3;DHX32;DHX35;PCBP1;PCBP2;CSTF1;DHX38;SYMPK;ZRSR2;PRPF38A;UPF3B;MAGOHB;HNRNPL;HNRNPM;HNRNPK;SNW1;HNRNPF;HNRNPD;RNPS1;HNRNPC;SUGP1;PRPF19;PQBP1;SYNCRIP;UBL5;PCF11;RSRC1;DHX15;DHX16;PRPF40B;PRPF40A;WDR33;GCFC2;NCBP2L;HNRNPH1;FRG1;HNRNPH2;PABPC1;HNRNPH3;CACTIN;SLU7;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;SRRT;RBM15B;SF3B1;SRSF10;SRSF11;SF3A3;SF3A1;SF3A2;XAB2;NUDT21;PHF5A;HNRNPA2B1;PRPF31;DBR1;PDCD7;CWC25;CASC3;CWC27;EFTUD2;RBMX2;CWC22;IGFLR1;PAPOLA;TXNL4A;SNRNP35;SNRPN;PRPF4B;ZCRB1;GTF2F1;WBP11;GTF2F2;PRPF4;PRPF6;HNRNPUL1;PSPC1;PRPF3;SNRPG;SRSF2;SRSF3;SNRNP27;PPIE;GEMIN5;SRSF4;PPIH;SNRPE;GEMIN6;SNRPF;SRSF5;SNRNP25;GEMIN7;SRSF6;SNRPC;SNRNP200;SRSF7;SNRPA;SNRPB;SRSF9;ZCCHC8;DDX5;RBM8A;PRPF8;ESS2;ZMAT2;ZMAT5;CPSF4;HSPA8;CPSF7;CPSF1;RBPMS;FUS;CPSF3;ALYREF;NONO;CPSF2;CWC15;LSM5;LSM4;LSM3;CHERP;LSM2;LSM8;LSM7;LSM6;ISY1;DDX46;DDX42;PPWD1;DDX41;YBX1;USP39;ELAVL1;ELAVL2;PTBP1;SART1;METTL14;SART3;SNRNP70;CTNNBL1;BCAS2;RBM5;RBM17;USP49;RBM15;NCBP1;NCBP2;BUD31;TFIP11;PLRG1;SFPQ;SYF2;NAA38;SNRPA1;DNAJC8;RBM22;U2AF1L5;PRCC;WBP4;SRSF1;DDX23;CSTF2T;U2AF1;PABPN1;POLR2A;FIP1L1;PUF60;U2AF2;POLR2B;POLR2C;TRA2B;TRA2A;POLR2D;POLR2E;POLR2F;RALY;POLR2G;SNRPB2;POLR2H;POLR2I;HNRNPA1;POLR2J;SMNDC1;POLR2K;POLR2L;HNRNPA0;SPEN;PPIL1;HNRNPA3;GPKOW;CDC5L;U2SURP;SNRNP40;RBM41;BUD13;SNRNP48;PPIL3;RBMX
GO_Biological_Process_2018	viral process (GO:0016032)	218/220	8.045273105762163e-05	0.2051142378314064	0	0	7.327829934175028	69.08561357334345	USP6NL;RPL4;RPL5;RPL30;RPL3;NUP107;RPL32;RPL31;GFI1;RPL34;RPL8;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;RPS18;DAG1;AP1S2;RPL36;AP1S1;RPL35;RCC1;DENR;RPL38;EIF2D;AP1S3;RPL37;RPS11;B2M;RPL39;RPS10;RPS13;NUP214;RPL21;NUP210;RPL23;RPL22;AP1B1;HCFC2;HCFC1;NUP93;RRAGA;RPL24;RPL27;NUP98;RPL26;RPL29;RPL28;TP53;UBA52;VPS28;NUP205;POM121;SEH1L;CTBP2;CTBP1;NEDD4L;RPS4Y1;HTATSF1;AAAS;POM121C;NUP85;PCBP2;NUP88;APOE;MCTS1;RPL41;EIF2AK4;RPS26;RPS25;RPS28;RPS27;CD209;RPS29;RPL27A;CD28;RPS20;RPS21;RPS24;RPS23;ARF1;LRSAM1;RPLP1;MRPS12;RPLP0;AP2A1;PCSK5;AP2A2;XPO1;RPLP2;RAC1;NDC1;HCK;PACS1;GAS6;RAB7A;RPL10;RPL12;RPL11;CXCR6;RPS15A;RXRA;AP2S1;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;PAK2;RAE1;RPL19;RANBP2;RANBP1;AP2B1;HIPK2;NFIA;NEDD4;UBAP1;NUPL2;NUP188;UBP1;NUCKS1;RPL10A;RAB43;AP2M1;RPS9;RPS7;RPS8;IST1;RPS5;RPS6;RPSA;TBC1D20;CD8B;ELMO1;CHMP4C;CHMP4B;CHMP4A;PPIA;PPID;VCP;TSG101;NUP160;GRK2;UBB;TPR;UBC;ATP6V1H;AP1M2;AP1M1;NUP155;VTA1;NUP153;CHMP2B;PI4KA;CHMP2A;CALCOCO2;BICD1;RPS4X;PTBP1;RPL7A;AP1G1;NUP62;PDCD6IP;NUP133;VPS37C;VPS37D;RPL13A;VPS37A;RPS3A;VPS37B;LCK;NUP50;RPL37A;IRF7;CHMP3;NUP54;CHMP6;DOCK2;CHMP7;NUP58;CHMP5;RAB1A;RAB1B;VPS4B;VPS4A;RPL36A;FURIN;PARD6A;MVB12B;MVB12A;CCL2;NUP43;FYN;SSB;RPL35A;RPL23A;DEK;CD4;VAPB;EIF3L;EIF3G;NUP35;CD247;EIF3F;EIF3D;RAN;EIF3A;EIF3B;NUP37
GO_Biological_Process_2018	mRNA splicing, via spliceosome (GO:0000398)	257/261	0.0002205537342569705	0.3748678303254309	0	0	4.321546363882129	36.3846943523991	DQX1;EIF4A3;HNRNPU;GPATCH1;WDR83;HNRNPR;CCAR1;PNN;SNRPD2;RAVER1;CLP1;SNRPD1;MAGOH;RAVER2;SNRPD3;SRRM2;DDX17;AQR;SCAF11;METTL3;CRNKL1;CDC40;WDR77;SRRM1;DHX40;DDX39A;DDX39B;CLNS1A;CD2BP2;SF1;DHX8;DHX9;CSTF3;CSTF2;SNU13;HTATSF1;RNPC3;DHX32;DHX35;PCBP1;PCBP2;CSTF1;DHX38;SYMPK;SRPK2;ZRSR2;PRPF38A;UPF3B;MAGOHB;SNUPN;SRPK1;HNRNPL;HNRNPM;HNRNPK;SNW1;HNRNPF;HNRNPD;RNPS1;HNRNPC;CDK13;SUGP1;PRPF19;PQBP1;SYNCRIP;UBL5;PCF11;RSRC1;DHX15;DHX16;PRMT5;PRMT7;PRPF40B;PRPF40A;LIME1;WDR33;GCFC2;NCBP2L;HNRNPH1;FRG1;STRAP;HNRNPH2;PABPC1;HNRNPH3;CACTIN;SLU7;SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;SRRT;RBM15B;SF3B1;SRSF10;DCPS;SRSF11;SF3A3;SF3A1;SF3A2;XAB2;NUDT21;PHF5A;HNRNPA2B1;PRPF31;DBR1;TXNL4B;PDCD7;GEMIN2;CWC25;CASC3;CWC27;EFTUD2;RBMX2;CWC22;IGFLR1;PAPOLA;TXNL4A;SNRNP35;SNRPN;PRPF4B;ZCRB1;GTF2F1;WBP11;GTF2F2;PRPF4;PRPF6;HNRNPUL1;PSPC1;PRPF3;SNRPG;GEMIN4;SRSF2;SRSF3;SNRNP27;PPIE;GEMIN5;SRSF4;PPIH;SNRPE;GEMIN6;SNRPF;SRSF5;SNRNP25;GEMIN7;SRSF6;SNRPC;GEMIN8;SNRNP200;SRSF7;SNRPA;SNRPB;SRSF9;ZCCHC8;DDX5;RBM8A;DDX1;PRPF8;ESS2;ZMAT2;ZMAT5;SMN1;CPSF4;HSPA8;CPSF7;CPSF1;RBPMS;FUS;CPSF3;ALYREF;NONO;CPSF2;CWC15;LSM5;LSM4;LSM3;CHERP;LSM2;LSM8;LSM7;LSM6;ISY1;DDX46;CELF4;DDX42;PPWD1;DDX41;YBX1;USP39;ELAVL1;ELAVL2;PTBP1;SART1;METTL14;SART3;SNRNP70;CTNNBL1;BCAS2;RBM5;RBM17;USP49;RBM15;NCBP1;NCBP2;BUD31;TFIP11;PLRG1;SFPQ;SYF2;NAA38;SNRPA1;DNAJC8;RBM22;U2AF1L5;PRCC;WBP4;SRSF1;DDX23;DDX20;CSTF2T;U2AF1;RNF113A;PABPN1;POLR2A;FIP1L1;PUF60;U2AF2;POLR2B;TGS1;POLR2C;TRA2B;TRA2A;POLR2D;POLR2E;POLR2F;RALY;POLR2G;SNRPB2;POLR2H;POLR2I;HNRNPA1;POLR2J;SMNDC1;POLR2K;POLR2L;HNRNPA0;SPEN;PPIL1;HNRNPA3;GPKOW;CDC5L;U2SURP;SNRNP40;RBM41;BUD13;SNRNP48;PPIL3;RBMX
GO_Biological_Process_2018	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	285/291	0.0006649509954286017	0.5965072253170316	0	0	3.1946174256782367	23.371173253335623	CCNF;CDC20;PSMD8;PSMD9;RNF115;PSMD6;PSMD7;CDC23;HERC2;PSMD4;KAT5;PSMD5;CDC26;PSMD2;PSMD3;CDC27;FBXO4;PSMD1;FBXO6;BTRC;SKP2;GTSE1;RNF111;SKP1;FBXO9;NHLRC3;FBXO2;YOD1;ARMC8;RNF126;CDC34;KCTD10;HECW2;PSME3;DDIT3;HECW1;PSME4;TRIM13;PSME1;KCTD13;PSME2;NHLRC1;RBCK1;KCTD17;TP53;UBA52;CLOCK;RNF122;RNF121;ANAPC15;ANAPC16;NEDD4L;AGAP3;UBE2J2;ANAPC10;UBE2J1;ANAPC11;RNF216;PCBP2;PSMF1;EDEM1;SIAH1;PLK1;ERLIN1;BTBD11;ERLIN2;ABTB2;RNF222;ABTB1;RNF103;NPLOC4;CDC16;FBXL3;FBXL2;FBXL5;DZIP3;UBXN1;FAF1;FAF2;KIF14;UCHL1;UBXN8;SEC61B;UBXN4;SIRT1;TOPORS;SIRT2;DDB1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;RNF165;AMER1;PRKN;DERL3;DERL1;DERL2;PSMA7;ARNTL;PSMA8;PSMB6;PCNP;PSMB7;PSMB4;PSMB5;C18ORF25;OS9;RNF139;PSMB2;PSMB3;TMEM67;PSMB1;SPOP;TBL1X;RPS27A;CRBN;CSNK1A1;TMUB1;SYVN1;WWP1;WWP2;UBE2G2;PSMB8;PSMB9;SPSB3;KBTBD4;RNF145;SPSB2;PSMC5;ITCH;SPSB1;PSMC6;GID4;PSMC3;PSMC4;PSMC1;NEDD4;JKAMP;PSMC2;RLIM;CTNNB1;SPSB4;MAD2L1;UBXN2B;UBXN2A;UBE2D3;LTN1;BUB1B;UBE2D1;UBE3A;AUP1;MAEA;PTTG1;FBXW4;RNF44;FBXW5;ANAPC7;FBXW7;FBXW11;UBE2E1;UBE4A;FBXO15;UBE4B;KCTD2;KCTD5;RBX1;KLHL42;SELENOS;TBL1XR1;PLAA;ANAPC4;ANAPC5;ANAPC1;ANAPC2;PSMD10;VCP;PSMD12;PSMD11;PSMD14;KLHL15;PSMD13;CUL3;SEL1L;CUL1;KLHL11;UBR3;UBR2;FBXO45;UBR1;HSP90B1;BAG6;ATXN3;CCNB1;SHARPIN;BTBD1;UBB;BTBD3;TMEM129;BTBD2;UBC;RNF175;ANKZF1;UBE2B;HSPA5;SMURF2;UBE2C;WFS1;SMURF1;BFAR;BTBD6;UBE2A;BTBD9;MARCH6;KLHL20;FBXO31;UBE2W;NSFL1C;UBXN11;UBE2S;DNAJC10;MDM2;CDK1;RNF181;STT3B;RNF185;UBE2K;RNF187;NFE2L2;GSK3B;GSK3A;RNF11;ARRB1;TNFAIP1;ARRB2;USP44;AXIN1;PPP2R5C;UBE2R2;NEMF;SPOPL;MAN1B1;BIRC2;RNF34;RNF38;RNF6;RNF7;RNF4;PSMB10;FBXL22;AURKB;USP19;AURKA;FBXL20;RMND5B;ERLEC1;FOXRED2;ZNRF1;FZR1;ZNRF2;MTA1;RMND5A;HECTD3;TBX21;HECTD4;UBQLN1;DNAJB9;BUB3;RFFL;DCAF11;UBQLN2;RNF24;AMFR;FBXL19;SGTA;FBXL18;FBXL15;PML;CUL4A;APC;ERCC8;STUB1;TAF1
GO_Biological_Process_2018	viral transcription (GO:0019083)	113/113	0.0006742127053279367	0.5965072253170316	0	0	inf	inf	RPL4;RPL5;RPL30;CCNT2;RPL3;NUP107;RPL32;NUP188;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;NUP214;RPS9;RPL21;RPS7;NUP210;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;NUP93;RPL24;RPL27;NUP98;RPL26;RPL29;RPL28;UBA52;NUP205;POM121;SEH1L;DHX9;RPS4Y1;AAAS;NUP160;POM121C;NUP85;TPR;NUP88;RPL41;NUP155;NUP153;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS24;RPS23;MON1B;RPLP1;MRPS12;RPLP0;RPS4X;RPL7A;NUP62;RPLP2;NDC1;NUP133;RPL13A;RPS3A;NUP50;RPL37A;NUP54;NUP58;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL13;NUP43;RPL15;RPS2;RPL18;RPS27A;RPL17;RAE1;RPL19;RANBP2;RPL35A;RPL23A;USF2;USF1;NUP35;NUPL2;NUP37
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	112/112	0.0007193534499593141	0.5965072253170316	0	0	inf	inf	RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;EIF4A3;PPP2R2A;CASC3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;PPP2R1A;RPS18;MAGOH;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RBM8A;RPS4Y1;GSPT2;GSPT1;CTIF;RPL41;PYM1;UPF3B;UPF3A;MAGOHB;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RNPS1;RPS20;SKIV2L;DCP1A;RPS21;RPS24;EIF4G1;RPS23;SMG1;RPLP1;MRPS12;RPLP0;SMG9;SMG7;SMG8;SMG5;SMG6;RPS4X;RPL7A;RPLP2;UPF2;UPF1;NCBP1;NCBP2;RPL13A;RPS3A;RPL37A;ETF1;PABPC1;RPL10;RPL12;RPL11;RPL36A;PPP2CA;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL35A;RPL23A;PNRC1;PNRC2;EIF3E
GO_Biological_Process_2018	viral gene expression (GO:0019080)	110/110	0.0008188959751361485	0.5965072253170316	0	0	inf	inf	RPL4;RPL5;RPL30;RPL3;NUP107;RPL32;NUP188;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;NUP214;RPS9;RPL21;RPS7;NUP210;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;NUP93;RPL24;RPL27;NUP98;RPL26;RPL29;RPL28;UBA52;NUP205;POM121;SEH1L;RPS4Y1;AAAS;NUP160;POM121C;NUP85;TPR;NUP88;RPL41;NUP155;NUP153;EIF2AK4;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPS21;RPS24;RPS23;RPLP1;MRPS12;RPLP0;RPS4X;RPL7A;NUP62;RPLP2;NDC1;NUP133;RPL13A;RPS3A;NUP50;RPL37A;NUP54;NUP58;RPL10;RPL12;RPL11;RPL36A;FURIN;RPS15A;RPL14;RPS3;RPL13;NUP43;RPL15;RPS2;RPL18;RPS27A;RPL17;RAE1;RPL19;RANBP2;RPL35A;RPL23A;NUP35;NUPL2;NUP37
GO_Biological_Process_2018	mitochondrial translation (GO:0032543)	107/107	0.0009945975154898026	0.6012104086778896	0	0	inf	inf	MTRF1;CHCHD1;EARS2;RARS2;MRPS18B;MRPS18A;TUFM;MRPS18C;LARS2;AURKAIP1;DAP3;MRPL18;MRPL19;MRPL16;MRPL17;MRPL14;MRPL15;MRPL12;MRPL13;MRPL10;C12ORF65;MRPL11;MRPL20;MTERF3;MTERF4;MRPL27;MRPL28;ERAL1;MRPL23;HARS2;MRPL24;MRPL21;MRPL22;MRPL30;MRPS17;MRPS15;GFM1;MRPS16;MRPS14;GFM2;MRPS11;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;MRPL34;MRPL35;MRPL32;MRPL33;MRPL4;MRPL41;MRPL3;MRPL42;MRPL2;MRPL1;MRPL40;MRPL9;MRPS28;TSFM;MRPS26;MRPS27;MRPS24;MRPS25;MRPS22;MRPS23;MRPL49;MRPS2;MRPS21;MRPL47;MRPL48;MRPS7;QRSL1;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;MRPL44;MRPL52;MRPL53;MRPS9;MRPL50;MRPL51;NOA1;MRRF;MTRF1L;MRPS35;MRPS36;MRPS33;MRPS34;MRPS31;MTIF2;MRPL58;MTIF3;MRPS30;MRPL57;MRPL54;MRPL55;IARS2;HARS;PTCD3;GADD45GIP1;NDUFA7;GATC;GATB
GO_Biological_Process_2018	DNA-templated transcription, termination (GO:0006353)	106/106	0.0010611676168074144	0.6012104086778896	0	0	inf	inf	CCNH;EIF4A3;CASC3;TTF2;TTF1;LSM10;LSM11;CLP1;MAGOH;IGFLR1;PAPOLA;MTERF1;SNRPD3;SSU72;THOC1;CD3EAP;THOC3;THOC2;THOC5;CDC40;THOC7;SRRM1;THOC6;DDX39A;DDX39B;DMTF1;SARNP;ZC3H11A;SNRPG;SRSF2;SRSF3;SRSF4;SNRPE;SNRPF;SRSF5;SRSF6;SRSF7;SNRPB;SRSF9;SLBP;RBM8A;CSTF3;MAZ;CSTF2;CSTF1;DHX38;SYMPK;SMN1;CPSF4;CPSF7;CHTOP;CPSF1;MTERF2;CPSF3;ALYREF;CPSF2;UPF3B;MAGOHB;SETX;CDK7;RNPS1;MNAT1;MED18;ZNRD1;PCF11;UBTF;PRMT5;TBP;NCBP1;NCBP2;WDR33;POLR1A;POLR1B;POLR1C;POLR1E;SLU7;ZNF473;POLDIP3;SRSF1;CSTF2T;U2AF1;TAF1D;TAF1B;PABPN1;POLR2A;FIP1L1;TAF1C;U2AF2;TWISTNB;TAF1A;POLR2E;POLR2F;POLR2H;POLR2K;SRSF11;POLR2L;CAVIN1;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;NUDT21;ERCC3;ERCC2;POLR3K
GO_Biological_Process_2018	protein targeting to ER (GO:0045047)	97/97	0.0019008495546435852	0.9400740604253641	0	0	inf	inf	RPL4;RPL5;SRP19;RPL30;RPL3;RPL32;RPL31;RPL34;SRP14;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;RPS18;RPL36;RPL35;RPL38;RPL37;SEC62;RPS11;RPL39;RPS10;RPS13;SEC63;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPL24;CHMP4B;RPL27;CHMP4A;RPL26;RPL29;RPL28;UBA52;RPS4Y1;RPL41;PMM1;PMM2;RPS26;RPS25;RPS28;RPS27;RPS29;RPL27A;SRPRA;RPS20;RPS21;RPS24;RPS23;RPLP1;MRPS12;RPLP0;SRP54;RPS4X;SEC61A1;RPL7A;SEC61G;RPLP2;RPL13A;RPS3A;SRP9;RPL37A;RPL10;RPL12;RPL11;RPL36A;RPS15A;SRP72;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL35A;RPL23A;SRP68;SPCS3;SPCS2;SPCS1
